M.E.T. [s], Sea Level Altitude [m], Radar Altitude [m], Latitude [deg], Longitude [deg], Surface Velocity [m/s], Orbital Velocity [m/s], Vertical Speed [m/s], Ground Speed [m/s], Apoapsis [m], Time to Apoapsis [s], Periapsis [m], Time to Periapsis [s], Inclination [deg], Mass [t], Max Thrust [kN], Current Thrust [kN], T.W.R., % Terminal Velocity, Trajectory Preferred Pitch [deg], Pitch Command [deg], Vessel Pitch [deg], Heading Command [deg], Vessel Heading [deg], dv Spent [m/s], Dynamic Pressure [kPa]
45.8199989758432, 7661.39847162482, 7661.3984375, -0.0972846746444702, -74.104606628418, 438.031891811, 574.118898290169, 319.048025154408, 300.13379664509, 13235.6545723333, 35.1357535507011, -587854.577226505, 327.44074371088, 0.0974583318864513, 36.2721405029297, 1051.98309326172, 1051.92547607422, 3.02899560823901, NoAcc, 48.0196121620874, 48.0196121620874, 47.9636928680857, 89.8051403792279, 90.0172189060848, 983.112043068222, 0.394324609466111
46.9599989503622, 8028.9256637349, 8028.92578125, -0.0972893685102463, -74.0715408325195, 453.195881187702, 590.286145064419, 325.99507949078, 314.823307385743, 13874.0792382935, 36.0576956501644, -587058.061193192, 329.369306059222, 0.0974865089149615, 35.761905670166, 1055.2107925415, 1055.15518951416, 3.08532449195951, NoAcc, 47.2050422309146, 47.2050422309146, 47.0990035440776, 89.80506225831, 90.0107269968585, 1016.49172279749, 0.399966926063441
48.0999989248812, 8404.57027313788, 8404.5703125, -0.097294308245182, -74.0368728637695, 469.195234227355, 607.273601396018, 333.271571523747, 330.26387546287, 14542.0414252764, 37.0345209017047, -586191.456112893, 331.423915919319, 0.097465067705504, 35.2516708374023, 1058.32524871826, 1058.27161407471, 3.14305483216414, NoAcc, 46.3956742211161, 46.3956742211161, 46.3190828212177, 89.8051717729702, 90.0274330461577, 1050.4532723668, 0.405340090159482
49.1199989020824, 8747.87117241079, 8747.87109375, -0.097298339009285, -74.0044403076172, 484.286647698302, 623.232362592165, 340.107624414742, 344.761310117333, 15168.0442317427, 37.962426723172, -585350.159934198, 333.383592884706, 0.0973515296133536, 34.7951431274414, 1060.99324035645, 1060.96343994141, 3.19594796815608, NoAcc, 45.6891542307213, 45.6891542307213, 45.6377412614264, 89.8053118331407, 90.0206941084594, 1080.73332353869, 0.40987330299538
50.2599988766015, 9140.00723251514, 9140.0068359375, -0.0973020493984222, -73.9665145874023, 502.092614570177, 641.999239512655, 348.107602511472, 361.826050305435, 15901.3430828425, 39.062374176769, -584325.357637914, 335.721380492344, 0.0973388090225254, 34.2849082946777, 1063.9040145874, 1063.85456085205, 3.25648424543224, NoAcc, 44.8867528969357, 44.8867528969357, 44.7909834800583, 90.1947316104108, 89.9621845393387, 1116.44390030234, 0.410196348671283
51.3999988511205, 9541.51541963709, 9541.515625, -0.0973063409328461, -73.9267425537109, 520.912510779954, 661.75964646365, 356.528673585027, 379.785661655067, 16674.1124461478, 40.2362747999748, -583205.9693534, 338.229433697232, 0.0975264038191153, 33.7746734619141, 1066.64178466797, 1066.59498596191, 3.31850630452543, NoAcc, 44.0866235553101, 44.0866235553101, 44.0498278915342, 89.8050333994055, 89.9972479126667, 1152.16540663508, 0.409062850618638
52.5399988256395, 9952.84018179937, 9952.83984375, -0.0973100438714027, -73.8850173950195, 540.767899936036, 682.543049487579, 365.339700378378, 398.693898785355, 17487.8480965976, 41.4843659476143, -581981.668493192, 340.916766489292, 0.0973398391203976, 33.2644386291504, 1069.23011016846, 1069.18594360352, 3.38209043668127, NoAcc, 43.2878949849709, 43.2878949849709, 43.2368598110697, 89.8053342252627, 90.017290019325, 1188.52160233435, 0.407691174798224
53.6799988001585, 10374.4313520635, 10374.431640625, -0.0973117724061012, -73.8412551879883, 561.650865063184, 704.341247093391, 374.521078474327, 418.551855813171, 18344.5153577307, 42.808158224094, -580644.59365788, 343.792339148603, 0.0973133514443546, 32.7542037963867, 1071.67301940918, 1071.63138580322, 3.44732643745088, NoAcc, 42.4897960084995, 42.4897960084995, 42.4627398726075, 90.1946390900989, 89.9235670327403, 1225.52705174024, 0.405954431455601
54.8199987746775, 10806.6713896244, 10806.671875, -0.0973136052489281, -73.7953414916992, 583.495889882641, 727.089714053588, 384.013908499135, 439.318530896607, 19244.3222784187, 44.2044105095714, -579189.218970261, 346.857542198978, 0.0973401344216225, 32.243968963623, 1073.97574615479, 1073.93647003174, 3.51431313079358, NoAcc, 41.6777036688125, 41.6777036688125, 41.6670485580496, 89.8053477053556, 90.0480863620079, 1262.53501693452, 0.403630241836794
55.9599987491965, 11249.8652783008, 11249.865234375, -0.0973149612545967, -73.7471923828125, 606.180471889028, 750.669062461129, 393.716371376948, 460.91450770113, 20185.1875930822, 45.6643786513994, -577612.662088719, 350.104827682026, 0.0973149728673718, 31.733736038208, 1076.14298248291, 1076.10619354248, 3.58315422762514, NoAcc, 40.8792160252352, 40.8792160252352, 40.8883978619355, 89.8053709163543, 90.0130670916625, 1300.88597236954, 0.400460067374897
57.0999987237155, 11704.1942356604, 11704.1943359375, -0.0973167195916176, -73.6967315673828, 629.609407344165, 774.985491442319, 403.551674185293, 483.274303143172, 21165.6796941627, 47.1822443617481, -575911.34257474, 353.530578926553, 0.0973212606863288, 31.2235012054443, 1078.17698669434, 1078.14246368408, 3.65394861562579, NoAcc, 40.0801660650763, 40.0801660650763, 40.093343467745, 89.8053602975442, 90.0078665447197, 1339.93511962921, 0.396274348061583
58.1199987009168, 12120.2602914592, 12120.2607421875, -0.0973180755972862, -73.6495590209961, 651.235739074094, 797.401111080321, 412.464970828474, 503.964915134822, 22078.4178730017, 48.5934453327237, -574273.521014591, 356.759973083965, 0.0973179648312523, 30.766975402832, 1079.87254333496, 1079.85415649414, 3.7190360487708, NoAcc, 39.3787309303105, 39.3787309303105, 39.3737015950503, 90.1946369125823, 90.0107183697377, 1374.77749561854, 0.391688587906838
59.2599986754358, 12596.1103028986, 12596.1103515625, -0.0973191261291504, -73.5944976806641, 676.179617907952, 823.221200630608, 422.561176390185, 527.883441568201, 23140.8035953108, 50.2357842471954, -572302.826772917, 360.569137888952, 0.097322018836934, 30.2567405700684, 1081.67833709717, 1081.64795684814, 3.79384182948108, NoAcc, 38.5784285481926, 38.5784285481926, 38.5795815278445, 90.194657352629, 89.974671744647, 1415.1872759866, 0.385646908982277
60.279998652637, 13031.6592715685, 13031.6591796875, -0.0973204672336578, -73.5430755615234, 699.123538467721, 846.945410452668, 431.655586341164, 549.95197683079, 24128.0059287144, 51.7597586548368, -570409.548643784, 364.155601422777, 0.0973390121875811, 29.8002147674561, 1083.18166351318, 1083.15315246582, 3.86399810610124, NoAcc, 37.8476877180603, 37.8476877180603, 37.8460817918648, 89.8053382209756, 90.008826517316, 1451.99193005814, 0.379224654175875
61.419998627156, 13529.4630755353, 13529.462890625, -0.0973217785358429, -73.4831161499023, 725.495917899474, 874.186265931332, 441.887338351719, 575.395435412233, 25274.5682869111, 53.5294054468409, -568135.707749876, 368.380241368052, 0.0973212835942883, 29.2899799346924, 1084.74480438232, 1084.71835327148, 3.94331737810787, NoAcc, 37.0460347032957, 37.0460347032957, 37.0420366904365, 89.8053554940147, 90.0309707218788, 1493.8609611688, 0.37122669174111
